1 0.946247 inf
1 0.940707 inf
1 0.940707 inf
1 0.942655 inf
1 0.94421 inf
1 0.94421 inf
1 0.94421 inf
1 0.94421 inf
1 0.94421 inf
1 0.94421 inf
1 0.944604 inf
1 0.945151 inf
1 0.945737 inf
2 0.940516 inf
1 0.946514 inf
1 0.947482 inf
1 0.948858 inf
1 0.948858 inf
1 0.948858 inf
1 0.948858 inf
1 0.948896 inf
1 0.949431 inf
1 0.949927 inf
1 0.952397 inf
1 0.953111 inf
1 0.953506 inf
1 0.934901 inf
1 0.930252 inf
1 0.930252 inf
1 0.930252 inf
1 0.930252 inf
1 0.930252 inf
1 0.930252 inf
1 0.930584 inf
1 0.930673 inf
1 0.932977 inf
1 0.934417 inf
1 0.934901 inf
1 0.934901 inf
1 0.953506 inf
1 0.934901 inf
1 0.935728 inf
1 0.935791 inf
1 0.9376 inf
1 0.939549 inf
2 0.939549 inf
2 0.939549 inf
1 0.939549 inf
1 0.939549 inf
1 0.940198 inf
1 0.940427 inf
1 0.976734 inf
1 0.967463 inf
1 0.967463 inf
1 0.967858 inf
1 0.968214 inf
1 0.969169 inf
1 0.970557 inf
1 0.971997 inf
1 0.972111 inf
1 0.972646 inf
2 0.972786 inf
1 0.972862 inf
1 0.975205 inf
1 0.967463 inf
1 0.976759 inf
1 0.976759 inf
1 0.976759 inf
1 0.976759 inf
1 0.9776 inf
1 0.978172 inf
1 0.978363 inf
1 0.978975 inf
1 0.978975 inf
1 0.980898 inf
1 0.981013 inf
2 0.98142 inf
1 0.958154 inf
1 0.953506 inf
1 0.953506 inf
1 0.953506 inf
1 0.953901 inf
1 0.955033 inf
1 0.955492 inf
1 0.957759 inf
1 0.958154 inf
1 0.958154 inf
1 0.958154 inf
1 0.958154 inf
1 0.958154 inf
1 0.927527 inf
1 0.958154 inf
1 0.958714 inf
1 0.958918 inf
1 0.959694 inf
1 0.95972 inf
1 0.96084 inf
1 0.961261 inf
1 0.962815 inf
1 0.962815 inf
1 0.964737 inf
2 0.967463 inf
1 0.863357 inf
1 0.89769 inf
1 0.89769 inf
1 0.89769 inf
1 0.89769 inf
1 0.893042 inf
1 0.893042 inf
1 0.892278 inf
1 0.881389 inf
1 0.879085 inf
1 0.879085 inf
1 0.875964 inf
1 0.870043 inf
1 0.89769 inf
1 0.861396 inf
1 0.860479 inf
1 0.855831 inf
1 0.855831 inf
1 0.841874 inf
1 0.832705 inf
1 0.832183 inf
1 0.827917 inf
1 0.819015 inf
1 0.818621 inf
1 0.810076 inf
1 0.801161 inf
1 0.911647 inf
1 0.920943 inf
1 0.920943 inf
1 0.920943 inf
1 0.920943 inf
1 0.920943 inf
1 0.920103 inf
1 0.919478 inf
1 0.916295 inf
1 0.915518 inf
1 0.911724 inf
1 0.911647 inf
1 0.911647 inf
1 0.799238 inf
1 0.911647 inf
1 0.908603 inf
1 0.908527 inf
1 0.906999 inf
1 0.905891 inf
1 0.903102 inf
1 0.902733 inf
1 0.902338 inf
1 0.902338 inf
1 0.902338 inf
1 0.89951 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
1 0.920943 inf
1 0.921975 inf
1 0.924254 inf
1 0.925604 inf
1 0.925604 inf
1 0.925604 inf
1 0.927297 inf
0 0 inf
1 0.795367 inf
1 0.744199 inf
1 0.672083 inf
1 0.631396 inf
1 0.605048 inf
1 0.600005 inf
1 0.589932 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
1 0.999631 inf
0 0 inf
0 0 inf
0 0 inf
0 0 inf
